STT,C1,C2,D,H,C/D,H/D
11,379,397,2065,1307,0.18353510895883776,0.6329297820823244
12,375,395,2065,1307,0.18159806295399517,0.6329297820823244
13,379,394,2065,1307,0.18353510895883776,0.6329297820823244
14,380,394,2065,1307,0.18401937046004843,0.6329297820823244
15,380,397,2065,1307,0.18401937046004843,0.6329297820823244
16,374,392,2065,1307,0.1811138014527845,0.6329297820823244
17,382,396,2065,1307,0.18498789346246974,0.6329297820823244
18,376,395,2065,1307,0.1820823244552058,0.6329297820823244
19,383,394,2065,1307,0.18547215496368039,0.6329297820823244
20,378,397,2065,1307,0.18305084745762712,0.6329297820823244
21,374,392,2065,1307,0.1811138014527845,0.6329297820823244
22,374,395,2065,1307,0.1811138014527845,0.6329297820823244
23,375,392,2065,1307,0.18159806295399517,0.6329297820823244
24,375,397,2065,1307,0.18159806295399517,0.6329297820823244
25,375,392,2065,1307,0.18159806295399517,0.6329297820823244
26,375,396,2065,1307,0.18159806295399517,0.6329297820823244
27,372,395,2065,1307,0.18014527845036318,0.6329297820823244
28,372,395,2065,1307,0.18014527845036318,0.6329297820823244
29,375,394,2065,1307,0.18159806295399517,0.6329297820823244
30,379,394,2065,1307,0.18353510895883776,0.6329297820823244
31,375,394,2065,1307,0.18159806295399517,0.6329297820823244
32,376,395,2065,1307,0.1820823244552058,0.6329297820823244
33,375,396,2065,1307,0.18159806295399517,0.6329297820823244
34,381,396,2065,1307,0.18450363196125907,0.6329297820823244
35,379,394,2065,1307,0.18353510895883776,0.6329297820823244
36,379,394,2065,1307,0.18353510895883776,0.6329297820823244
37,379,389,2065,1307,0.18353510895883776,0.6329297820823244
38,375,399,2065,1307,0.18159806295399517,0.6329297820823244
39,376,397,2065,1307,0.1820823244552058,0.6329297820823244
40,375,394,2065,1307,0.18159806295399517,0.6329297820823244
41,375,396,2065,1307,0.18159806295399517,0.6329297820823244
42,376,395,2065,1307,0.1820823244552058,0.6329297820823244
43,377,396,2065,1307,0.18256658595641648,0.6329297820823244
44,377,396,2065,1307,0.18256658595641648,0.6329297820823244
45,376,395,2065,1307,0.1820823244552058,0.6329297820823244
46,378,395,2065,1307,0.18305084745762712,0.6329297820823244
47,377,395,2065,1307,0.18256658595641648,0.6329297820823244
48,380,394,2065,1307,0.18401937046004843,0.6329297820823244
49,379,394,2065,1307,0.18353510895883776,0.6329297820823244
Next checktime
0,375,393,2065,1307,0.18159806295399517,0.6329297820823244
1,375,393,2065,1307,0.18159806295399517,0.6329297820823244
2,375,395,2065,1307,0.18159806295399517,0.6329297820823244
3,371,395,2065,1307,0.17966101694915254,0.6329297820823244
4,378,396,2065,1307,0.18305084745762712,0.6329297820823244
5,378,389,2065,1307,0.18305084745762712,0.6329297820823244
6,375,394,2065,1307,0.18159806295399517,0.6329297820823244
7,380,392,2065,1307,0.18401937046004843,0.6329297820823244
8,376,395,2065,1307,0.1820823244552058,0.6329297820823244
9,376,392,2065,1307,0.1820823244552058,0.6329297820823244
10,375,392,2065,1307,0.18159806295399517,0.6329297820823244
11,381,392,2065,1307,0.18450363196125907,0.6329297820823244
12,379,395,2065,1307,0.18353510895883776,0.6329297820823244
13,374,398,2065,1307,0.1811138014527845,0.6329297820823244
14,380,394,2065,1307,0.18401937046004843,0.6329297820823244
15,373,395,2065,1307,0.18062953995157385,0.6329297820823244
16,372,395,2065,1307,0.18014527845036318,0.6329297820823244
17,381,395,2065,1307,0.18450363196125907,0.6329297820823244
18,379,395,2065,1307,0.18353510895883776,0.6329297820823244
19,375,395,2065,1307,0.18159806295399517,0.6329297820823244
20,376,395,2065,1307,0.1820823244552058,0.6329297820823244
21,376,396,2065,1307,0.1820823244552058,0.6329297820823244
22,375,396,2065,1307,0.18159806295399517,0.6329297820823244
23,382,400,2065,1307,0.18498789346246974,0.6329297820823244
24,376,397,2065,1307,0.1820823244552058,0.6329297820823244
25,375,395,2065,1307,0.18159806295399517,0.6329297820823244
26,375,391,2065,1307,0.18159806295399517,0.6329297820823244
27,381,395,2065,1307,0.18450363196125907,0.6329297820823244
28,375,394,2065,1307,0.18159806295399517,0.6329297820823244
29,375,394,2065,1307,0.18159806295399517,0.6329297820823244
30,375,395,2065,1307,0.18159806295399517,0.6329297820823244
31,376,394,2065,1307,0.1820823244552058,0.6329297820823244
32,379,394,2065,1307,0.18353510895883776,0.6329297820823244
33,375,394,2065,1307,0.18159806295399517,0.6329297820823244
34,376,394,2065,1307,0.1820823244552058,0.6329297820823244
35,379,395,2065,1307,0.18353510895883776,0.6329297820823244
36,378,397,2065,1307,0.18305084745762712,0.6329297820823244
37,379,394,2065,1307,0.18353510895883776,0.6329297820823244
38,379,394,2065,1307,0.18353510895883776,0.6329297820823244
39,376,395,2065,1307,0.1820823244552058,0.6329297820823244
40,375,397,2065,1307,0.18159806295399517,0.6329297820823244
41,376,392,2065,1307,0.1820823244552058,0.6329297820823244
42,380,396,2065,1307,0.18401937046004843,0.6329297820823244
43,379,392,2065,1307,0.18353510895883776,0.6329297820823244
44,375,395,2065,1307,0.18159806295399517,0.6329297820823244
45,376,395,2065,1307,0.1820823244552058,0.6329297820823244
46,376,395,2065,1307,0.1820823244552058,0.6329297820823244
47,378,395,2065,1307,0.18305084745762712,0.6329297820823244
48,379,393,2065,1307,0.18353510895883776,0.6329297820823244
49,379,397,2065,1307,0.18353510895883776,0.6329297820823244
Next checktime
0,375,395,2065,1307,0.18159806295399517,0.6329297820823244
1,375,395,2065,1307,0.18159806295399517,0.6329297820823244
2,382,395,2065,1307,0.18498789346246974,0.6329297820823244
3,381,401,2065,1307,0.18450363196125907,0.6329297820823244
4,381,401,2065,1307,0.18450363196125907,0.6329297820823244
5,375,394,2065,1307,0.18159806295399517,0.6329297820823244
6,380,395,2065,1307,0.18401937046004843,0.6329297820823244
7,376,395,2065,1307,0.1820823244552058,0.6329297820823244
8,375,395,2065,1307,0.18159806295399517,0.6329297820823244
9,375,397,2065,1307,0.18159806295399517,0.6329297820823244
10,379,394,2065,1307,0.18353510895883776,0.6329297820823244
11,375,395,2065,1307,0.18159806295399517,0.6329297820823244
12,375,395,2065,1307,0.18159806295399517,0.6329297820823244
13,377,395,2065,1307,0.18256658595641648,0.6329297820823244
14,375,395,2065,1307,0.18159806295399517,0.6329297820823244
15,375,395,2065,1307,0.18159806295399517,0.6329297820823244
16,376,395,2065,1307,0.1820823244552058,0.6329297820823244
17,376,395,2065,1307,0.1820823244552058,0.6329297820823244
18,380,394,2065,1307,0.18401937046004843,0.6329297820823244
19,380,394,2065,1307,0.18401937046004843,0.6329297820823244
20,375,392,2065,1307,0.18159806295399517,0.6329297820823244
21,381,395,2065,1307,0.18450363196125907,0.6329297820823244
22,378,389,2065,1307,0.18305084745762712,0.6329297820823244
23,379,394,2065,1307,0.18353510895883776,0.6329297820823244
24,373,388,2065,1307,0.18062953995157385,0.6329297820823244
25,380,394,2065,1307,0.18401937046004843,0.6329297820823244
26,375,395,2065,1307,0.18159806295399517,0.6329297820823244
27,375,395,2065,1307,0.18159806295399517,0.6329297820823244
28,375,391,2065,1307,0.18159806295399517,0.6329297820823244
29,378,397,2065,1307,0.18305084745762712,0.6329297820823244
30,376,396,2065,1307,0.1820823244552058,0.6329297820823244
31,375,394,2065,1307,0.18159806295399517,0.6329297820823244
32,374,397,2065,1307,0.1811138014527845,0.6329297820823244
33,373,395,2065,1307,0.18062953995157385,0.6329297820823244
34,376,393,2065,1307,0.1820823244552058,0.6329297820823244
35,380,396,2065,1307,0.18401937046004843,0.6329297820823244
36,375,394,2065,1307,0.18159806295399517,0.6329297820823244
37,375,395,2065,1307,0.18159806295399517,0.6329297820823244
38,375,389,2065,1307,0.18159806295399517,0.6329297820823244
39,375,396,2065,1307,0.18159806295399517,0.6329297820823244
40,376,394,2065,1307,0.1820823244552058,0.6329297820823244
41,375,396,2065,1307,0.18159806295399517,0.6329297820823244
42,375,395,2065,1307,0.18159806295399517,0.6329297820823244
43,376,396,2065,1307,0.1820823244552058,0.6329297820823244
44,374,392,2065,1307,0.1811138014527845,0.6329297820823244
45,375,395,2065,1307,0.18159806295399517,0.6329297820823244
46,381,396,2065,1307,0.18450363196125907,0.6329297820823244
47,380,395,2065,1307,0.18401937046004843,0.6329297820823244
48,377,396,2065,1307,0.18256658595641648,0.6329297820823244
49,376,395,2065,1307,0.1820823244552058,0.6329297820823244
Next checktime
0,375,399,2065,1307,0.18159806295399517,0.6329297820823244
1,380,395,2065,1307,0.18401937046004843,0.6329297820823244
2,376,396,2065,1307,0.1820823244552058,0.6329297820823244
3,375,395,2065,1307,0.18159806295399517,0.6329297820823244
4,375,392,2065,1307,0.18159806295399517,0.6329297820823244
5,374,395,2065,1307,0.1811138014527845,0.6329297820823244
6,374,395,2065,1307,0.1811138014527845,0.6329297820823244
7,375,392,2065,1307,0.18159806295399517,0.6329297820823244
8,373,395,2065,1307,0.18062953995157385,0.6329297820823244
9,376,394,2065,1307,0.1820823244552058,0.6329297820823244
10,374,395,2065,1307,0.1811138014527845,0.6329297820823244
11,376,392,2065,1307,0.1820823244552058,0.6329297820823244
12,376,396,2065,1307,0.1820823244552058,0.6329297820823244
13,374,395,2065,1307,0.1811138014527845,0.6329297820823244
14,374,395,2065,1307,0.1811138014527845,0.6329297820823244
15,376,394,2065,1307,0.1820823244552058,0.6329297820823244
16,379,393,2065,1307,0.18353510895883776,0.6329297820823244
17,373,394,2065,1307,0.18062953995157385,0.6329297820823244
18,373,389,2065,1307,0.18062953995157385,0.6329297820823244
19,375,395,2065,1307,0.18159806295399517,0.6329297820823244
20,374,392,2065,1307,0.1811138014527845,0.6329297820823244
21,374,392,2065,1307,0.1811138014527845,0.6329297820823244
22,375,395,2065,1307,0.18159806295399517,0.6329297820823244
23,375,396,2065,1307,0.18159806295399517,0.6329297820823244
24,375,394,2065,1307,0.18159806295399517,0.6329297820823244
25,374,389,2065,1307,0.1811138014527845,0.6329297820823244
26,375,395,2065,1307,0.18159806295399517,0.6329297820823244
27,375,397,2065,1307,0.18159806295399517,0.6329297820823244
28,375,395,2065,1307,0.18159806295399517,0.6329297820823244
29,376,389,2065,1307,0.1820823244552058,0.6329297820823244
30,375,395,2065,1307,0.18159806295399517,0.6329297820823244
31,375,392,2065,1307,0.18159806295399517,0.6329297820823244
32,375,392,2065,1307,0.18159806295399517,0.6329297820823244
33,375,396,2065,1307,0.18159806295399517,0.6329297820823244
34,375,395,2065,1307,0.18159806295399517,0.6329297820823244
35,375,395,2065,1307,0.18159806295399517,0.6329297820823244
36,375,394,2065,1307,0.18159806295399517,0.6329297820823244
37,375,394,2065,1307,0.18159806295399517,0.6329297820823244
38,375,392,2065,1307,0.18159806295399517,0.6329297820823244
39,375,392,2065,1307,0.18159806295399517,0.6329297820823244
40,380,394,2065,1307,0.18401937046004843,0.6329297820823244
41,382,396,2065,1307,0.18498789346246974,0.6329297820823244
42,370,394,2065,1307,0.1791767554479419,0.6329297820823244
43,379,396,2065,1307,0.18353510895883776,0.6329297820823244
44,375,389,2065,1307,0.18159806295399517,0.6329297820823244
45,376,392,2065,1307,0.1820823244552058,0.6329297820823244
46,375,392,2065,1307,0.18159806295399517,0.6329297820823244
47,375,392,2065,1307,0.18159806295399517,0.6329297820823244
48,375,395,2065,1307,0.18159806295399517,0.6329297820823244
49,374,392,2065,1307,0.1811138014527845,0.6329297820823244
Next checktime
0,381,394,2065,1307,0.18450363196125907,0.6329297820823244
1,380,395,2065,1307,0.18401937046004843,0.6329297820823244
2,377,393,2065,1307,0.18256658595641648,0.6329297820823244
3,377,392,2065,1307,0.18256658595641648,0.6329297820823244
4,375,392,2065,1307,0.18159806295399517,0.6329297820823244
5,375,392,2065,1307,0.18159806295399517,0.6329297820823244
6,380,396,2065,1307,0.18401937046004843,0.6329297820823244
7,374,392,2065,1307,0.1811138014527845,0.6329297820823244
8,376,396,2065,1307,0.1820823244552058,0.6329297820823244
9,375,392,2065,1307,0.18159806295399517,0.6329297820823244
10,375,395,2065,1307,0.18159806295399517,0.6329297820823244
11,375,395,2065,1307,0.18159806295399517,0.6329297820823244
12,376,395,2065,1307,0.1820823244552058,0.6329297820823244
13,376,395,2065,1307,0.1820823244552058,0.6329297820823244
14,376,395,2065,1307,0.1820823244552058,0.6329297820823244
15,376,395,2065,1307,0.1820823244552058,0.6329297820823244
16,382,394,2065,1307,0.18498789346246974,0.6329297820823244
17,375,395,2065,1307,0.18159806295399517,0.6329297820823244
18,376,395,2065,1307,0.1820823244552058,0.6329297820823244
19,376,395,2065,1307,0.1820823244552058,0.6329297820823244
20,375,397,2065,1307,0.18159806295399517,0.6329297820823244
21,375,395,2065,1307,0.18159806295399517,0.6329297820823244
22,379,396,2065,1307,0.18353510895883776,0.6329297820823244
23,378,397,2065,1307,0.18305084745762712,0.6329297820823244
24,376,399,2065,1307,0.1820823244552058,0.6329297820823244
25,380,395,2065,1307,0.18401937046004843,0.6329297820823244
26,375,395,2065,1307,0.18159806295399517,0.6329297820823244
27,380,395,2065,1307,0.18401937046004843,0.6329297820823244
28,380,393,2065,1307,0.18401937046004843,0.6329297820823244
29,376,395,2065,1307,0.1820823244552058,0.6329297820823244
30,375,395,2065,1307,0.18159806295399517,0.6329297820823244
31,380,395,2065,1307,0.18401937046004843,0.6329297820823244
32,380,389,2065,1307,0.18401937046004843,0.6329297820823244
33,379,389,2065,1307,0.18353510895883776,0.6329297820823244
34,376,394,2065,1307,0.1820823244552058,0.6329297820823244
35,376,395,2065,1307,0.1820823244552058,0.6329297820823244
36,377,392,2065,1307,0.18256658595641648,0.6329297820823244
37,374,396,2065,1307,0.1811138014527845,0.6329297820823244
38,375,392,2065,1307,0.18159806295399517,0.6329297820823244
39,375,392,2065,1307,0.18159806295399517,0.6329297820823244
40,376,395,2065,1307,0.1820823244552058,0.6329297820823244
41,375,401,2065,1307,0.18159806295399517,0.6329297820823244
42,375,394,2065,1307,0.18159806295399517,0.6329297820823244
43,376,395,2065,1307,0.1820823244552058,0.6329297820823244
44,375,393,2065,1307,0.18159806295399517,0.6329297820823244
45,375,394,2065,1307,0.18159806295399517,0.6329297820823244
46,376,399,2065,1307,0.1820823244552058,0.6329297820823244
47,378,395,2065,1307,0.18305084745762712,0.6329297820823244
48,375,396,2065,1307,0.18159806295399517,0.6329297820823244
49,376,393,2065,1307,0.1820823244552058,0.6329297820823244
Next checktime
0,380,393,2065,1307,0.18401937046004843,0.6329297820823244
1,380,393,2065,1307,0.18401937046004843,0.6329297820823244
2,380,394,2065,1307,0.18401937046004843,0.6329297820823244
3,376,395,2065,1307,0.1820823244552058,0.6329297820823244
4,375,395,2065,1307,0.18159806295399517,0.6329297820823244
5,376,392,2065,1307,0.1820823244552058,0.6329297820823244
6,379,395,2065,1307,0.18353510895883776,0.6329297820823244
7,375,396,2065,1307,0.18159806295399517,0.6329297820823244
8,375,395,2065,1307,0.18159806295399517,0.6329297820823244
9,375,395,2065,1307,0.18159806295399517,0.6329297820823244
10,379,394,2065,1307,0.18353510895883776,0.6329297820823244
11,371,395,2065,1307,0.17966101694915254,0.6329297820823244
12,380,392,2065,1307,0.18401937046004843,0.6329297820823244
13,380,394,2065,1307,0.18401937046004843,0.6329297820823244
14,380,394,2065,1307,0.18401937046004843,0.6329297820823244
15,380,393,2065,1307,0.18401937046004843,0.6329297820823244
16,380,394,2065,1307,0.18401937046004843,0.6329297820823244
17,380,394,2065,1307,0.18401937046004843,0.6329297820823244
18,375,392,2065,1307,0.18159806295399517,0.6329297820823244
19,375,395,2065,1307,0.18159806295399517,0.6329297820823244
20,374,395,2065,1307,0.1811138014527845,0.6329297820823244
21,375,396,2065,1307,0.18159806295399517,0.6329297820823244
22,379,397,2065,1307,0.18353510895883776,0.6329297820823244
23,375,395,2065,1307,0.18159806295399517,0.6329297820823244
24,376,392,2065,1307,0.1820823244552058,0.6329297820823244
25,376,392,2065,1307,0.1820823244552058,0.6329297820823244
26,375,395,2064,1307,0.1816860465116279,0.6332364341085271
27,375,395,2065,1307,0.18159806295399517,0.6329297820823244
28,375,396,2065,1307,0.18159806295399517,0.6329297820823244
29,375,395,2065,1307,0.18159806295399517,0.6329297820823244
30,379,396,2065,1307,0.18353510895883776,0.6329297820823244
31,375,394,2065,1307,0.18159806295399517,0.6329297820823244
32,375,394,2065,1307,0.18159806295399517,0.6329297820823244
33,373,393,2065,1307,0.18062953995157385,0.6329297820823244
34,375,396,2065,1307,0.18159806295399517,0.6329297820823244
35,378,397,2065,1307,0.18305084745762712,0.6329297820823244
36,376,392,2065,1307,0.1820823244552058,0.6329297820823244
37,375,394,2065,1307,0.18159806295399517,0.6329297820823244
38,379,397,2065,1307,0.18353510895883776,0.6329297820823244
39,379,396,2065,1307,0.18353510895883776,0.6329297820823244
40,379,396,2065,1307,0.18353510895883776,0.6329297820823244
41,373,389,2065,1307,0.18062953995157385,0.6329297820823244
42,380,393,2065,1307,0.18401937046004843,0.6329297820823244
43,375,395,2065,1307,0.18159806295399517,0.6329297820823244
44,382,395,2065,1307,0.18498789346246974,0.6329297820823244
45,379,396,2065,1307,0.18353510895883776,0.6329297820823244
46,375,392,2065,1307,0.18159806295399517,0.6329297820823244
47,378,395,2065,1307,0.18305084745762712,0.6329297820823244
48,374,392,2065,1307,0.1811138014527845,0.6329297820823244
49,380,395,2065,1307,0.18401937046004843,0.6329297820823244
Next checktime
0,379,394,2065,1307,0.18353510895883776,0.6329297820823244
1,370,395,2065,1307,0.1791767554479419,0.6329297820823244
2,380,395,2065,1307,0.18401937046004843,0.6329297820823244
3,378,395,2065,1307,0.18305084745762712,0.6329297820823244
4,375,395,2065,1307,0.18159806295399517,0.6329297820823244
5,375,400,2065,1307,0.18159806295399517,0.6329297820823244
6,373,388,2065,1307,0.18062953995157385,0.6329297820823244
7,380,394,2065,1307,0.18401937046004843,0.6329297820823244
8,375,392,2065,1307,0.18159806295399517,0.6329297820823244
9,375,395,2065,1307,0.18159806295399517,0.6329297820823244
10,375,395,2065,1307,0.18159806295399517,0.6329297820823244
11,375,396,2065,1307,0.18159806295399517,0.6329297820823244
12,381,395,2065,1307,0.18450363196125907,0.6329297820823244
13,375,394,2065,1307,0.18159806295399517,0.6329297820823244
14,382,394,2065,1307,0.18498789346246974,0.6329297820823244
15,378,395,2065,1307,0.18305084745762712,0.6329297820823244
16,375,395,2065,1307,0.18159806295399517,0.6329297820823244
17,380,396,2065,1307,0.18401937046004843,0.6329297820823244
18,376,395,2065,1307,0.1820823244552058,0.6329297820823244
19,376,395,2065,1307,0.1820823244552058,0.6329297820823244
20,381,401,2065,1307,0.18450363196125907,0.6329297820823244
21,380,394,2065,1307,0.18401937046004843,0.6329297820823244
22,379,395,2065,1307,0.18353510895883776,0.6329297820823244
23,375,392,2065,1307,0.18159806295399517,0.6329297820823244
24,380,394,2065,1307,0.18401937046004843,0.6329297820823244
25,375,395,2065,1307,0.18159806295399517,0.6329297820823244
26,376,395,2065,1307,0.1820823244552058,0.6329297820823244
27,376,395,2065,1307,0.1820823244552058,0.6329297820823244
28,374,392,2065,1307,0.1811138014527845,0.6329297820823244
29,375,395,2065,1307,0.18159806295399517,0.6329297820823244
30,374,392,2065,1307,0.1811138014527845,0.6329297820823244
31,376,394,2065,1307,0.1820823244552058,0.6329297820823244
32,381,396,2065,1307,0.18450363196125907,0.6329297820823244
33,381,396,2065,1307,0.18450363196125907,0.6329297820823244
34,379,396,2065,1307,0.18353510895883776,0.6329297820823244
35,379,394,2065,1307,0.18353510895883776,0.6329297820823244
36,379,393,2065,1307,0.18353510895883776,0.6329297820823244
37,375,395,2065,1307,0.18159806295399517,0.6329297820823244
38,376,397,2065,1307,0.1820823244552058,0.6329297820823244
39,376,395,2065,1307,0.1820823244552058,0.6329297820823244
40,375,395,2065,1307,0.18159806295399517,0.6329297820823244
41,381,393,2065,1307,0.18450363196125907,0.6329297820823244
42,375,392,2065,1307,0.18159806295399517,0.6329297820823244
43,374,395,2065,1307,0.1811138014527845,0.6329297820823244
44,374,395,2065,1307,0.1811138014527845,0.6329297820823244
45,374,395,2065,1307,0.1811138014527845,0.6329297820823244
46,373,396,2065,1307,0.18062953995157385,0.6329297820823244
47,382,395,2065,1307,0.18498789346246974,0.6329297820823244
48,373,397,2065,1307,0.18062953995157385,0.6329297820823244
49,376,392,2065,1307,0.1820823244552058,0.6329297820823244
Next checktime
0,382,395,2065,1307,0.18498789346246974,0.6329297820823244
1,377,395,2065,1307,0.18256658595641648,0.6329297820823244
2,375,395,2065,1307,0.18159806295399517,0.6329297820823244
3,375,395,2065,1307,0.18159806295399517,0.6329297820823244
4,375,394,2065,1307,0.18159806295399517,0.6329297820823244
5,375,392,2065,1307,0.18159806295399517,0.6329297820823244
6,370,395,2065,1307,0.1791767554479419,0.6329297820823244
7,379,395,2065,1307,0.18353510895883776,0.6329297820823244
8,376,395,2065,1307,0.1820823244552058,0.6329297820823244
9,375,395,2065,1307,0.18159806295399517,0.6329297820823244
10,371,395,2065,1307,0.17966101694915254,0.6329297820823244
11,371,395,2065,1307,0.17966101694915254,0.6329297820823244
12,376,395,2065,1307,0.1820823244552058,0.6329297820823244
13,376,395,2065,1307,0.1820823244552058,0.6329297820823244
14,379,394,2065,1307,0.18353510895883776,0.6329297820823244
15,379,395,2065,1307,0.18353510895883776,0.6329297820823244
16,378,394,2065,1307,0.18305084745762712,0.6329297820823244
17,375,397,2065,1307,0.18159806295399517,0.6329297820823244
18,375,397,2065,1307,0.18159806295399517,0.6329297820823244
19,376,395,2065,1307,0.1820823244552058,0.6329297820823244
20,375,392,2065,1307,0.18159806295399517,0.6329297820823244
21,380,394,2065,1307,0.18401937046004843,0.6329297820823244
22,382,395,2065,1307,0.18498789346246974,0.6329297820823244
23,376,395,2065,1307,0.1820823244552058,0.6329297820823244
24,376,395,2065,1307,0.1820823244552058,0.6329297820823244
25,375,397,2065,1307,0.18159806295399517,0.6329297820823244
26,375,397,2065,1307,0.18159806295399517,0.6329297820823244
27,374,392,2065,1307,0.1811138014527845,0.6329297820823244
28,380,397,2065,1307,0.18401937046004843,0.6329297820823244
29,374,395,2065,1307,0.1811138014527845,0.6329297820823244
30,375,395,2065,1307,0.18159806295399517,0.6329297820823244
31,380,395,2065,1307,0.18401937046004843,0.6329297820823244
32,375,394,2065,1307,0.18159806295399517,0.6329297820823244
33,379,400,2065,1307,0.18353510895883776,0.6329297820823244
34,376,388,2065,1307,0.1820823244552058,0.6329297820823244
35,376,395,2065,1307,0.1820823244552058,0.6329297820823244
36,378,397,2065,1307,0.18305084745762712,0.6329297820823244
37,375,395,2065,1307,0.18159806295399517,0.6329297820823244
38,369,397,2065,1307,0.17869249394673123,0.6329297820823244
39,375,394,2065,1307,0.18159806295399517,0.6329297820823244
40,373,399,2065,1307,0.18062953995157385,0.6329297820823244
41,373,399,2065,1307,0.18062953995157385,0.6329297820823244
42,380,394,2065,1307,0.18401937046004843,0.6329297820823244
43,375,396,2065,1307,0.18159806295399517,0.6329297820823244
44,380,395,2065,1307,0.18401937046004843,0.6329297820823244
45,382,399,2065,1307,0.18498789346246974,0.6329297820823244
46,380,394,2065,1307,0.18401937046004843,0.6329297820823244
47,376,395,2065,1307,0.1820823244552058,0.6329297820823244
48,382,395,2065,1307,0.18498789346246974,0.6329297820823244
49,375,394,2065,1307,0.18159806295399517,0.6329297820823244
Next checktime
0,375,395,2065,1307,0.18159806295399517,0.6329297820823244
1,379,395,2065,1307,0.18353510895883776,0.6329297820823244
2,379,395,2065,1307,0.18353510895883776,0.6329297820823244
3,380,389,2065,1307,0.18401937046004843,0.6329297820823244
4,374,395,2065,1307,0.1811138014527845,0.6329297820823244
5,375,394,2065,1307,0.18159806295399517,0.6329297820823244
6,375,396,2065,1307,0.18159806295399517,0.6329297820823244
7,376,396,2065,1307,0.1820823244552058,0.6329297820823244
8,378,394,2065,1307,0.18305084745762712,0.6329297820823244
9,378,394,2065,1307,0.18305084745762712,0.6329297820823244
10,381,394,2065,1307,0.18450363196125907,0.6329297820823244
11,376,395,2065,1307,0.1820823244552058,0.6329297820823244
12,376,393,2065,1307,0.1820823244552058,0.6329297820823244
13,375,395,2065,1307,0.18159806295399517,0.6329297820823244
14,375,389,2065,1307,0.18159806295399517,0.6329297820823244
15,376,396,2065,1307,0.1820823244552058,0.6329297820823244
16,376,397,2065,1307,0.1820823244552058,0.6329297820823244
17,375,392,2065,1307,0.18159806295399517,0.6329297820823244
18,376,389,2065,1307,0.1820823244552058,0.6329297820823244
19,375,396,2065,1307,0.18159806295399517,0.6329297820823244
20,375,396,2065,1307,0.18159806295399517,0.6329297820823244
21,377,395,2065,1307,0.18256658595641648,0.6329297820823244
22,376,395,2065,1307,0.1820823244552058,0.6329297820823244
23,379,395,2065,1307,0.18353510895883776,0.6329297820823244
24,380,394,2065,1307,0.18401937046004843,0.6329297820823244
25,375,399,2065,1307,0.18159806295399517,0.6329297820823244
26,375,399,2065,1307,0.18159806295399517,0.6329297820823244
27,376,396,2065,1307,0.1820823244552058,0.6329297820823244
28,375,394,2065,1307,0.18159806295399517,0.6329297820823244
29,379,394,2065,1307,0.18353510895883776,0.6329297820823244
30,376,396,2065,1307,0.1820823244552058,0.6329297820823244
31,379,394,2065,1307,0.18353510895883776,0.6329297820823244
32,375,395,2065,1307,0.18159806295399517,0.6329297820823244
33,379,400,2065,1307,0.18353510895883776,0.6329297820823244
34,379,400,2065,1307,0.18353510895883776,0.6329297820823244
35,375,395,2065,1307,0.18159806295399517,0.6329297820823244
36,382,395,2065,1307,0.18498789346246974,0.6329297820823244
37,375,395,2065,1307,0.18159806295399517,0.6329297820823244
38,379,397,2065,1307,0.18353510895883776,0.6329297820823244
39,378,397,2065,1307,0.18305084745762712,0.6329297820823244
40,375,394,2065,1307,0.18159806295399517,0.6329297820823244
41,372,397,2065,1307,0.18014527845036318,0.6329297820823244
42,374,393,2065,1307,0.1811138014527845,0.6329297820823244
43,372,398,2065,1307,0.18014527845036318,0.6329297820823244
44,375,395,2065,1307,0.18159806295399517,0.6329297820823244
45,375,394,2065,1307,0.18159806295399517,0.6329297820823244
46,379,394,2065,1307,0.18353510895883776,0.6329297820823244
47,376,394,2065,1307,0.1820823244552058,0.6329297820823244
48,376,395,2065,1307,0.1820823244552058,0.6329297820823244
49,375,394,2065,1307,0.18159806295399517,0.6329297820823244
Next checktime
0,375,392,2065,1307,0.18159806295399517,0.6329297820823244
1,375,393,2065,1307,0.18159806295399517,0.6329297820823244
2,375,395,2065,1307,0.18159806295399517,0.6329297820823244
3,382,395,2065,1307,0.18498789346246974,0.6329297820823244
4,376,397,2065,1307,0.1820823244552058,0.6329297820823244
5,376,395,2065,1307,0.1820823244552058,0.6329297820823244
6,375,395,2065,1307,0.18159806295399517,0.6329297820823244
7,376,394,2065,1307,0.1820823244552058,0.6329297820823244
8,379,395,2065,1307,0.18353510895883776,0.6329297820823244
9,382,394,2065,1307,0.18498789346246974,0.6329297820823244
10,375,395,2065,1307,0.18159806295399517,0.6329297820823244
11,375,392,2065,1307,0.18159806295399517,0.6329297820823244
12,375,392,2065,1307,0.18159806295399517,0.6329297820823244
13,380,389,2065,1307,0.18401937046004843,0.6329297820823244
14,379,395,2065,1307,0.18353510895883776,0.6329297820823244
15,376,394,2065,1307,0.1820823244552058,0.6329297820823244
16,375,395,2065,1307,0.18159806295399517,0.6329297820823244
17,375,397,2065,1307,0.18159806295399517,0.6329297820823244
18,379,394,2065,1307,0.18353510895883776,0.6329297820823244
19,379,394,2065,1307,0.18353510895883776,0.6329297820823244
20,379,394,2065,1307,0.18353510895883776,0.6329297820823244
21,380,394,2065,1307,0.18401937046004843,0.6329297820823244
22,370,396,2065,1307,0.1791767554479419,0.6329297820823244
23,375,395,2065,1307,0.18159806295399517,0.6329297820823244
24,378,396,2065,1307,0.18305084745762712,0.6329297820823244
