STT,C1,C2,D,H,C1/D,C2/D,H/D
46,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
47,374,396,2060,1307,0.18155339805825244,0.19223300970873786,0.6344660194174757
48,374,398,2060,1306,0.18155339805825244,0.19320388349514564,0.6339805825242718
49,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
Checkpoint {number_check} completed.
0,380,399,2060,1307,0.18446601941747573,0.19368932038834952,0.6344660194174757
1,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
2,372,399,2060,1307,0.18058252427184465,0.19368932038834952,0.6344660194174757
3,372,399,2060,1307,0.18058252427184465,0.19368932038834952,0.6344660194174757
4,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
5,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
6,373,397,2060,1307,0.18106796116504853,0.19271844660194173,0.6344660194174757
7,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
8,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
9,379,399,2060,1307,0.18398058252427185,0.19368932038834952,0.6344660194174757
10,379,399,2060,1307,0.18398058252427185,0.19368932038834952,0.6344660194174757
11,379,396,2060,1307,0.18398058252427185,0.19223300970873786,0.6344660194174757
12,374,397,2060,1306,0.18155339805825244,0.19271844660194173,0.6339805825242718
13,374,401,2060,1307,0.18155339805825244,0.19466019417475727,0.6344660194174757
14,372,399,2060,1307,0.18058252427184465,0.19368932038834952,0.6344660194174757
15,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
16,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
17,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
18,373,397,2060,1306,0.18106796116504853,0.19271844660194173,0.6339805825242718
19,374,396,2060,1307,0.18155339805825244,0.19223300970873786,0.6344660194174757
20,374,393,2060,1307,0.18155339805825244,0.19077669902912622,0.6344660194174757
21,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
22,374,398,2060,1306,0.18155339805825244,0.19320388349514564,0.6339805825242718
23,374,396,2060,1307,0.18155339805825244,0.19223300970873786,0.6344660194174757
24,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
25,373,399,2060,1307,0.18106796116504853,0.19368932038834952,0.6344660194174757
26,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
27,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
28,373,406,2060,1307,0.18106796116504853,0.1970873786407767,0.6344660194174757
29,373,406,2060,1307,0.18106796116504853,0.1970873786407767,0.6344660194174757
30,379,393,2060,1307,0.18398058252427185,0.19077669902912622,0.6344660194174757
31,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
32,378,400,2060,1307,0.18349514563106797,0.1941747572815534,0.6344660194174757
33,379,400,2060,1307,0.18398058252427185,0.1941747572815534,0.6344660194174757
34,377,397,2060,1306,0.18300970873786407,0.19271844660194173,0.6339805825242718
35,377,397,2060,1306,0.18300970873786407,0.19271844660194173,0.6339805825242718
36,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
37,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
38,378,403,2060,1306,0.18349514563106797,0.19563106796116506,0.6339805825242718
39,374,396,2060,1306,0.18155339805825244,0.19223300970873786,0.6339805825242718
40,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
41,376,399,2060,1307,0.1825242718446602,0.19368932038834952,0.6344660194174757
42,381,404,2060,1307,0.1849514563106796,0.19611650485436893,0.6344660194174757
43,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
44,379,400,2060,1307,0.18398058252427185,0.1941747572815534,0.6344660194174757
45,374,404,2060,1306,0.18155339805825244,0.19611650485436893,0.6339805825242718
46,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
47,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
48,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
49,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
Checkpoint {number_check} completed.
0,380,399,2061,1307,0.1843765162542455,0.19359534206695778,0.6341581756428918
1,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
2,373,399,2060,1306,0.18106796116504853,0.19368932038834952,0.6339805825242718
3,380,396,2060,1306,0.18446601941747573,0.19223300970873786,0.6339805825242718
4,373,405,2060,1307,0.18106796116504853,0.1966019417475728,0.6344660194174757
5,379,393,2060,1306,0.18398058252427185,0.19077669902912622,0.6339805825242718
6,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
7,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
8,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
9,373,404,2060,1307,0.18106796116504853,0.19611650485436893,0.6344660194174757
10,375,396,2060,1306,0.1820388349514563,0.19223300970873786,0.6339805825242718
11,375,396,2060,1306,0.1820388349514563,0.19223300970873786,0.6339805825242718
12,378,400,2060,1307,0.18349514563106797,0.1941747572815534,0.6344660194174757
13,374,403,2061,1307,0.18146530810286268,0.195536147501213,0.6341581756428918
14,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
15,374,402,2060,1307,0.18155339805825244,0.19514563106796118,0.6344660194174757
16,377,397,2060,1306,0.18300970873786407,0.19271844660194173,0.6339805825242718
17,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
18,375,400,2060,1306,0.1820388349514563,0.1941747572815534,0.6339805825242718
19,377,397,2060,1307,0.18300970873786407,0.19271844660194173,0.6344660194174757
20,374,397,2060,1306,0.18155339805825244,0.19271844660194173,0.6339805825242718
21,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
22,374,404,2060,1306,0.18155339805825244,0.19611650485436893,0.6339805825242718
23,375,396,2061,1307,0.1819505094614265,0.19213973799126638,0.6341581756428918
24,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
25,374,403,2060,1306,0.18155339805825244,0.19563106796116506,0.6339805825242718
26,374,397,2060,1306,0.18155339805825244,0.19271844660194173,0.6339805825242718
27,375,398,2060,1307,0.1820388349514563,0.19320388349514564,0.6344660194174757
28,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
29,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
30,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
31,372,401,2060,1306,0.18058252427184465,0.19466019417475727,0.6339805825242718
32,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
33,378,397,2060,1307,0.18349514563106797,0.19271844660194173,0.6344660194174757
34,374,405,2060,1306,0.18155339805825244,0.1966019417475728,0.6339805825242718
35,378,396,2060,1307,0.18349514563106797,0.19223300970873786,0.6344660194174757
36,375,400,2061,1307,0.1819505094614265,0.19408054342552158,0.6341581756428918
37,375,400,2061,1307,0.1819505094614265,0.19408054342552158,0.6341581756428918
38,382,401,2060,1306,0.18543689320388348,0.19466019417475727,0.6339805825242718
39,373,399,2060,1306,0.18106796116504853,0.19368932038834952,0.6339805825242718
40,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
41,374,387,2060,1307,0.18155339805825244,0.1878640776699029,0.6344660194174757
42,374,387,2060,1307,0.18155339805825244,0.1878640776699029,0.6344660194174757
43,377,398,2060,1306,0.18300970873786407,0.19320388349514564,0.6339805825242718
44,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
45,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
46,378,392,2061,1306,0.18340611353711792,0.19019893255701115,0.633672974284328
47,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
48,379,399,2060,1307,0.18398058252427185,0.19368932038834952,0.6344660194174757
49,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
Checkpoint {number_check} completed.
0,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
1,381,397,2060,1307,0.1849514563106796,0.19271844660194173,0.6344660194174757
2,372,399,2060,1306,0.18058252427184465,0.19368932038834952,0.6339805825242718
3,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
4,379,401,2060,1307,0.18398058252427185,0.19466019417475727,0.6344660194174757
5,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
6,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
7,379,399,2060,1307,0.18398058252427185,0.19368932038834952,0.6344660194174757
8,373,399,2060,1307,0.18106796116504853,0.19368932038834952,0.6344660194174757
9,373,397,2060,1307,0.18106796116504853,0.19271844660194173,0.6344660194174757
10,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
11,377,400,2060,1307,0.18300970873786407,0.1941747572815534,0.6344660194174757
12,373,403,2060,1307,0.18106796116504853,0.19563106796116506,0.6344660194174757
13,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
14,374,403,2060,1306,0.18155339805825244,0.19563106796116506,0.6339805825242718
15,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
16,374,400,2060,1306,0.18155339805825244,0.1941747572815534,0.6339805825242718
17,373,400,2060,1306,0.18106796116504853,0.1941747572815534,0.6339805825242718
18,378,393,2060,1307,0.18349514563106797,0.19077669902912622,0.6344660194174757
19,375,397,2060,1307,0.1820388349514563,0.19271844660194173,0.6344660194174757
20,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
21,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
22,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
23,379,399,2060,1307,0.18398058252427185,0.19368932038834952,0.6344660194174757
24,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
25,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
26,373,398,2060,1307,0.18106796116504853,0.19320388349514564,0.6344660194174757
27,380,399,2060,1307,0.18446601941747573,0.19368932038834952,0.6344660194174757
28,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
29,375,398,2060,1307,0.1820388349514563,0.19320388349514564,0.6344660194174757
30,377,397,2060,1307,0.18300970873786407,0.19271844660194173,0.6344660194174757
31,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
32,374,396,2060,1307,0.18155339805825244,0.19223300970873786,0.6344660194174757
33,374,398,2061,1306,0.18146530810286268,0.193110140708394,0.633672974284328
34,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
35,375,398,2060,1307,0.1820388349514563,0.19320388349514564,0.6344660194174757
36,379,399,2060,1307,0.18398058252427185,0.19368932038834952,0.6344660194174757
37,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
38,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
39,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
40,379,400,2060,1307,0.18398058252427185,0.1941747572815534,0.6344660194174757
41,372,410,2060,1307,0.18058252427184465,0.19902912621359223,0.6344660194174757
42,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
43,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
44,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
45,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
46,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
47,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
48,380,403,2060,1307,0.18446601941747573,0.19563106796116506,0.6344660194174757
49,378,404,2060,1307,0.18349514563106797,0.19611650485436893,0.6344660194174757
Checkpoint {number_check} completed.
0,378,404,2060,1307,0.18349514563106797,0.19611650485436893,0.6344660194174757
1,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
2,379,400,2060,1307,0.18398058252427185,0.1941747572815534,0.6344660194174757
3,373,399,2060,1307,0.18106796116504853,0.19368932038834952,0.6344660194174757
4,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
5,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
6,380,402,2060,1307,0.18446601941747573,0.19514563106796118,0.6344660194174757
7,380,402,2060,1307,0.18446601941747573,0.19514563106796118,0.6344660194174757
8,374,402,2061,1306,0.18146530810286268,0.1950509461426492,0.633672974284328
9,380,400,2060,1306,0.18446601941747573,0.1941747572815534,0.6339805825242718
10,372,399,2060,1306,0.18058252427184465,0.19368932038834952,0.6339805825242718
11,373,403,2061,1307,0.18098010674429887,0.195536147501213,0.6341581756428918
12,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
13,379,396,2060,1307,0.18398058252427185,0.19223300970873786,0.6344660194174757
14,378,397,2060,1306,0.18349514563106797,0.19271844660194173,0.6339805825242718
15,378,397,2060,1306,0.18349514563106797,0.19271844660194173,0.6339805825242718
16,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
17,378,393,2060,1307,0.18349514563106797,0.19077669902912622,0.6344660194174757
18,374,403,2060,1307,0.18155339805825244,0.19563106796116506,0.6344660194174757
19,378,400,2060,1307,0.18349514563106797,0.1941747572815534,0.6344660194174757
20,379,400,2060,1307,0.18398058252427185,0.1941747572815534,0.6344660194174757
21,373,397,2060,1307,0.18106796116504853,0.19271844660194173,0.6344660194174757
22,380,400,2060,1307,0.18446601941747573,0.1941747572815534,0.6344660194174757
23,379,400,2060,1306,0.18398058252427185,0.1941747572815534,0.6339805825242718
24,378,402,2060,1306,0.18349514563106797,0.19514563106796118,0.6339805825242718
25,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
26,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
27,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
28,373,399,2060,1307,0.18106796116504853,0.19368932038834952,0.6344660194174757
29,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
30,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
31,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
32,374,396,2060,1307,0.18155339805825244,0.19223300970873786,0.6344660194174757
33,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
34,374,397,2060,1306,0.18155339805825244,0.19271844660194173,0.6339805825242718
35,375,398,2060,1307,0.1820388349514563,0.19320388349514564,0.6344660194174757
36,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
37,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
38,376,399,2060,1307,0.1825242718446602,0.19368932038834952,0.6344660194174757
39,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
40,375,393,2060,1307,0.1820388349514563,0.19077669902912622,0.6344660194174757
41,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
42,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
43,373,401,2060,1307,0.18106796116504853,0.19466019417475727,0.6344660194174757
44,373,398,2061,1307,0.18098010674429887,0.193110140708394,0.6341581756428918
45,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
46,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
47,374,403,2060,1306,0.18155339805825244,0.19563106796116506,0.6339805825242718
48,374,393,2060,1307,0.18155339805825244,0.19077669902912622,0.6344660194174757
49,380,396,2060,1307,0.18446601941747573,0.19223300970873786,0.6344660194174757
Checkpoint {number_check} completed.
0,372,400,2061,1307,0.1804949053857351,0.19408054342552158,0.6341581756428918
1,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
2,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
3,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
4,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
5,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
6,380,403,2060,1307,0.18446601941747573,0.19563106796116506,0.6344660194174757
7,380,396,2060,1307,0.18446601941747573,0.19223300970873786,0.6344660194174757
8,380,396,2060,1307,0.18446601941747573,0.19223300970873786,0.6344660194174757
9,375,398,2060,1307,0.1820388349514563,0.19320388349514564,0.6344660194174757
10,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
11,374,397,2061,1307,0.18146530810286268,0.1926249393498302,0.6341581756428918
12,379,401,2060,1306,0.18398058252427185,0.19466019417475727,0.6339805825242718
13,380,396,2060,1307,0.18446601941747573,0.19223300970873786,0.6344660194174757
14,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
15,373,404,2060,1307,0.18106796116504853,0.19611650485436893,0.6344660194174757
16,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
17,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
18,374,398,2060,1306,0.18155339805825244,0.19320388349514564,0.6339805825242718
19,378,397,2060,1306,0.18349514563106797,0.19271844660194173,0.6339805825242718
20,372,399,2060,1307,0.18058252427184465,0.19368932038834952,0.6344660194174757
21,374,396,2060,1307,0.18155339805825244,0.19223300970873786,0.6344660194174757
22,374,396,2060,1307,0.18155339805825244,0.19223300970873786,0.6344660194174757
23,379,400,2061,1307,0.1838913148956817,0.19408054342552158,0.6341581756428918
24,378,392,2060,1307,0.18349514563106797,0.19029126213592232,0.6344660194174757
25,381,403,2061,1307,0.1848617176128093,0.195536147501213,0.6341581756428918
26,374,395,2060,1307,0.18155339805825244,0.19174757281553398,0.6344660194174757
27,379,404,2060,1307,0.18398058252427185,0.19611650485436893,0.6344660194174757
28,380,400,2060,1306,0.18446601941747573,0.1941747572815534,0.6339805825242718
29,380,400,2060,1306,0.18446601941747573,0.1941747572815534,0.6339805825242718
30,381,400,2060,1307,0.1849514563106796,0.1941747572815534,0.6344660194174757
31,380,400,2060,1307,0.18446601941747573,0.1941747572815534,0.6344660194174757
32,381,397,2060,1306,0.1849514563106796,0.19271844660194173,0.6339805825242718
33,377,397,2060,1306,0.18300970873786407,0.19271844660194173,0.6339805825242718
34,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
35,375,401,2060,1306,0.1820388349514563,0.19466019417475727,0.6339805825242718
36,374,396,2060,1306,0.18155339805825244,0.19223300970873786,0.6339805825242718
37,378,396,2060,1307,0.18349514563106797,0.19223300970873786,0.6344660194174757
38,374,403,2060,1307,0.18155339805825244,0.19563106796116506,0.6344660194174757
39,372,399,2060,1307,0.18058252427184465,0.19368932038834952,0.6344660194174757
40,375,402,2060,1307,0.1820388349514563,0.19514563106796118,0.6344660194174757
41,371,399,2060,1306,0.18009708737864077,0.19368932038834952,0.6339805825242718
42,378,396,2060,1307,0.18349514563106797,0.19223300970873786,0.6344660194174757
43,373,404,2060,1306,0.18106796116504853,0.19611650485436893,0.6339805825242718
44,379,398,2060,1307,0.18398058252427185,0.19320388349514564,0.6344660194174757
45,374,403,2060,1307,0.18155339805825244,0.19563106796116506,0.6344660194174757
46,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
47,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
48,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
49,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
Checkpoint {number_check} completed.
0,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
1,376,401,2060,1307,0.1825242718446602,0.19466019417475727,0.6344660194174757
2,374,394,2060,1307,0.18155339805825244,0.1912621359223301,0.6344660194174757
3,373,398,2060,1307,0.18106796116504853,0.19320388349514564,0.6344660194174757
4,372,399,2060,1307,0.18058252427184465,0.19368932038834952,0.6344660194174757
5,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
6,372,398,2060,1307,0.18058252427184465,0.19320388349514564,0.6344660194174757
7,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
8,378,398,2060,1306,0.18349514563106797,0.19320388349514564,0.6339805825242718
9,373,398,2060,1307,0.18106796116504853,0.19320388349514564,0.6344660194174757
10,374,398,2060,1306,0.18155339805825244,0.19320388349514564,0.6339805825242718
11,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
12,374,393,2060,1306,0.18155339805825244,0.19077669902912622,0.6339805825242718
13,374,401,2060,1307,0.18155339805825244,0.19466019417475727,0.6344660194174757
14,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
15,380,399,2060,1307,0.18446601941747573,0.19368932038834952,0.6344660194174757
16,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
17,373,397,2060,1307,0.18106796116504853,0.19271844660194173,0.6344660194174757
18,373,397,2060,1307,0.18106796116504853,0.19271844660194173,0.6344660194174757
19,374,403,2060,1307,0.18155339805825244,0.19563106796116506,0.6344660194174757
20,378,399,2060,1307,0.18349514563106797,0.19368932038834952,0.6344660194174757
21,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
22,381,400,2060,1307,0.1849514563106796,0.1941747572815534,0.6344660194174757
23,374,398,2060,1306,0.18155339805825244,0.19320388349514564,0.6339805825242718
24,374,398,2060,1306,0.18155339805825244,0.19320388349514564,0.6339805825242718
25,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
26,375,400,2060,1307,0.1820388349514563,0.1941747572815534,0.6344660194174757
27,380,402,2060,1306,0.18446601941747573,0.19514563106796118,0.6339805825242718
28,378,397,2060,1306,0.18349514563106797,0.19271844660194173,0.6339805825242718
29,378,396,2060,1307,0.18349514563106797,0.19223300970873786,0.6344660194174757
30,378,401,2060,1306,0.18349514563106797,0.19466019417475727,0.6339805825242718
31,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
32,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
33,374,405,2060,1307,0.18155339805825244,0.1966019417475728,0.6344660194174757
34,379,401,2060,1306,0.18398058252427185,0.19466019417475727,0.6339805825242718
35,374,395,2060,1307,0.18155339805825244,0.19174757281553398,0.6344660194174757
36,374,395,2060,1307,0.18155339805825244,0.19174757281553398,0.6344660194174757
37,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
38,372,400,2060,1306,0.18058252427184465,0.1941747572815534,0.6339805825242718
39,373,404,2060,1307,0.18106796116504853,0.19611650485436893,0.6344660194174757
40,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
41,373,397,2060,1306,0.18106796116504853,0.19271844660194173,0.6339805825242718
42,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
43,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
44,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
45,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
46,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
47,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
48,380,399,2060,1307,0.18446601941747573,0.19368932038834952,0.6344660194174757
49,380,399,2060,1307,0.18446601941747573,0.19368932038834952,0.6344660194174757
Checkpoint {number_check} completed.
0,381,403,2060,1307,0.1849514563106796,0.19563106796116506,0.6344660194174757
1,379,400,2060,1307,0.18398058252427185,0.1941747572815534,0.6344660194174757
2,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
3,374,397,2060,1306,0.18155339805825244,0.19271844660194173,0.6339805825242718
4,379,399,2060,1306,0.18398058252427185,0.19368932038834952,0.6339805825242718
5,374,404,2060,1307,0.18155339805825244,0.19611650485436893,0.6344660194174757
6,380,399,2060,1307,0.18446601941747573,0.19368932038834952,0.6344660194174757
7,381,401,2060,1307,0.1849514563106796,0.19466019417475727,0.6344660194174757
8,379,393,2060,1307,0.18398058252427185,0.19077669902912622,0.6344660194174757
9,382,403,2060,1307,0.18543689320388348,0.19563106796116506,0.6344660194174757
10,372,401,2060,1307,0.18058252427184465,0.19466019417475727,0.6344660194174757
11,375,398,2060,1307,0.1820388349514563,0.19320388349514564,0.6344660194174757
12,379,398,2060,1306,0.18398058252427185,0.19320388349514564,0.6339805825242718
13,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
14,374,398,2060,1306,0.18155339805825244,0.19320388349514564,0.6339805825242718
15,374,404,2061,1306,0.18146530810286268,0.19602134885977682,0.633672974284328
16,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
17,378,401,2060,1307,0.18349514563106797,0.19466019417475727,0.6344660194174757
18,374,400,2060,1306,0.18155339805825244,0.1941747572815534,0.6339805825242718
19,373,404,2060,1306,0.18106796116504853,0.19611650485436893,0.6339805825242718
20,374,397,2060,1307,0.18155339805825244,0.19271844660194173,0.6344660194174757
21,375,403,2060,1307,0.1820388349514563,0.19563106796116506,0.6344660194174757
22,378,396,2060,1307,0.18349514563106797,0.19223300970873786,0.6344660194174757
23,374,401,2060,1307,0.18155339805825244,0.19466019417475727,0.6344660194174757
24,372,411,2060,1306,0.18058252427184465,0.1995145631067961,0.6339805825242718
25,380,397,2060,1307,0.18446601941747573,0.19271844660194173,0.6344660194174757
26,372,402,2060,1307,0.18058252427184465,0.19514563106796118,0.6344660194174757
27,380,402,2060,1307,0.18446601941747573,0.19514563106796118,0.6344660194174757
28,375,401,2060,1306,0.1820388349514563,0.19466019417475727,0.6339805825242718
29,375,399,2060,1306,0.1820388349514563,0.19368932038834952,0.6339805825242718
30,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
31,373,397,2060,1307,0.18106796116504853,0.19271844660194173,0.6344660194174757
32,375,401,2060,1307,0.1820388349514563,0.19466019417475727,0.6344660194174757
33,372,396,2060,1307,0.18058252427184465,0.19223300970873786,0.6344660194174757
34,374,393,2060,1307,0.18155339805825244,0.19077669902912622,0.6344660194174757
35,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
36,374,400,2060,1307,0.18155339805825244,0.1941747572815534,0.6344660194174757
37,375,399,2060,1307,0.1820388349514563,0.19368932038834952,0.6344660194174757
38,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
39,378,400,2060,1307,0.18349514563106797,0.1941747572815534,0.6344660194174757
40,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
41,374,399,2060,1306,0.18155339805825244,0.19368932038834952,0.6339805825242718
42,378,399,2060,1306,0.18349514563106797,0.19368932038834952,0.6339805825242718
43,372,400,2060,1306,0.18058252427184465,0.1941747572815534,0.6339805825242718
44,379,396,2060,1307,0.18398058252427185,0.19223300970873786,0.6344660194174757
45,374,403,2060,1307,0.18155339805825244,0.19563106796116506,0.6344660194174757
46,373,404,2060,1306,0.18106796116504853,0.19611650485436893,0.6339805825242718
47,373,397,2060,1307,0.18106796116504853,0.19271844660194173,0.6344660194174757
48,374,399,2060,1307,0.18155339805825244,0.19368932038834952,0.6344660194174757
49,374,398,2060,1307,0.18155339805825244,0.19320388349514564,0.6344660194174757
Checkpoint {number_check} completed.
0,375,402,2060,1307,0.1820388349514563,0.19514563106796118,0.6344660194174757
