10-21-07-23-03-26-: Start monitoring...
Time,STT,CU OK/NG,CU Pot,CU Gap Min,CU Gap Max
10-25-00-23-03-26-,0,1,0,0,0
10-25-34-23-03-26-,1,1,0,0,0
10-28-15-23-03-26-,2,1,0,32,33
10-28-50-23-03-26-,3,1,0,16,18
10-29-02-23-03-26-,4,1,0,36,37
