14-04-12-27-03-26-: Start monitoring...
Time,STT,CU OK/NG,CU Pot,CU Gap Min,CU Gap Max
14-13-40-27-03-26-,0,1,0,35,41
14-13-49-27-03-26-,1,1,0,30,36
14-14-00-27-03-26-,2,1,0,0,0
14-14-15-27-03-26-,3,1,0,38,42
14-14-31-27-03-26-,4,1,0,29,35
14-14-40-27-03-26-,5,1,0,30,37
14-14-54-27-03-26-,6,1,0,32,36
14-15-03-27-03-26-,7,1,0,11,37
14-15-15-27-03-26-,8,1,0,28,34
14-15-28-27-03-26-,9,1,0,0,0
